"ID","Species","SL","Arch.ID","Arch.Length"
94,"danio",31.5,"cb5",2.374
95,"danio",31.9,"cb5",2.113
96,"danio",32.8,"cb5",2.357
97,"danio",33,"cb5",2.97
"NA","molitrix",15,"cb4",3.4
"NA","molitrix",18,"cb4",4.2
"NA","molitrix",20,"cb4",3.6
"NA","molitrix",25,"cb4",5.8
"NA","molitrix",30,"cb4",6.4
"NA","molitrix",40,"cb4",13
"NA","molitrix",50,"cb4",17.3
"NA","molitrix",40,"cb4",9.8
"NA","molitrix",70,"cb4",18.6
"NA","molitrix",90,"cb4",23.4
